Rank	ID	AllowAlternatives	TP	FP	FN	F1	Sensitivity	Precision	Sample	SampleID	Dataset	Tool	Taxonomy	Profile	ProfileColumns	GoldStd	GoldStdColumns	GoldStdTree	AvailableSpecies
Class	bracken GTDB_oral_19	FALSE	9	0	0	1.0	1.0	1.0	oral_19	19.0	Oral	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Oral_samples/19_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_19_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn3_urogenital_2	FALSE	1	0	0	1.0	1.0	1.0	urogenital_2	2.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/2.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_2.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4_oral_15	FALSE	44	2	1	0.967032967032967	0.9777777777777777	0.9565217391304348	oral_15	15.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/15.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_15.txt	0|2|4|1	NA	NA
Class	varkit_gastrointestinal_9	FALSE	6	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/9.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_9_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Family	varkit_oral_17	FALSE	14	0	0	1.0	1.0	1.0	oral_17	17.0	Oral	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Oral_samples/17.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_17_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Family	bracken_skin_16	TRUE	5	4	0	0.7142857142857143	1.0	0.5555555555555556	skin_16	16.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/16_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4 GTDB_oral_15	FALSE	56	0	1	0.9911504424778761	0.9824561403508771	1.0	oral_15	15.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/15.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Family	bracken_oral_8	TRUE	13	5	0	0.8387096774193549	1.0	0.7222222222222222	oral_8	8.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/8_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Superkingdom	bracken_oral_6	FALSE	1	2	0	0.5	1.0	0.3333333333333333	oral_6	6.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/6_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_6.txt	0|2|4|1	NA	NA
Domain	protal_urogenital_21	FALSE	1	0	0	1.0	1.0	1.0	urogenital_21	21.0	Urogenital	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Urogenital/21.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_21_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Genus	MetaPhlAn3_gastrointestinal_4	TRUE	17	3	3	0.85	0.85	0.85	gastrointestinal_4	4.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/4.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_4.txt	0|2|4|1	NA	NA
Phylum	sylph_oral_16	FALSE	11	0	0	1.0	1.0	1.0	oral_16	16.0	Oral	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Oral_16.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_16_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Genus	sylph_oral_16	TRUE	71	0	6	0.9594594594594594	0.922077922077922	1.0	oral_16	16.0	Oral	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Oral_16.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_16_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Domain	bracken GTDB_oral_17	FALSE	1	0	0	1.0	1.0	1.0	oral_17	17.0	Oral	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Oral_samples/17_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_17_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn3_skin_28	TRUE	1	0	0	1.0	1.0	1.0	skin_28	28.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/28.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_28.txt	0|2|4|1	NA	NA
Phylum	bracken GTDB_urogenital_24	FALSE	1	0	0	1.0	1.0	1.0	urogenital_24	24.0	Urogenital	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Urogenital_samples/24_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_24_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn4_gastrointestinal_12	FALSE	1	0	0	1.0	1.0	1.0	gastrointestinal_12	12.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/12.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_12.txt	0|2|4|1	NA	NA
Phylum	mOTUs3_skin_15	TRUE	3	0	0	1.0	1.0	1.0	skin_15	15.0	Skin	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Skin/15.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_15.txt	0|2|4|1	NA	NA
Species	protal_gastrointestinal_9	FALSE	39	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/9.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_9_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	protal_urogenital_5	TRUE	3	0	0	1.0	1.0	1.0	urogenital_5	5.0	Urogenital	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Urogenital/5.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_5_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	MetaPhlAn4 GTDB_skin_13	FALSE	36	2	6	0.9	0.8571428571428571	0.9473684210526315	skin_13	13.0	Skin	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Skin_samples/13.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Phylum	mOTUs3_oral_15	TRUE	6	0	0	1.0	1.0	1.0	oral_15	15.0	Oral	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Oral/15.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_15.txt	0|2|4|1	NA	NA
Genus	sylph_oral_15	FALSE	56	0	1	0.9911504424778761	0.9824561403508771	1.0	oral_15	15.0	Oral	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Oral_15.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Superkingdom	bracken_gastrointestinal_5	FALSE	1	1	0	0.6666666666666666	1.0	0.5	gastrointestinal_5	5.0	Gastrointestinal	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Gastrointestinal_samples/5_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_5.txt	0|2|4|1	NA	NA
Family	varkit_skin_18	FALSE	14	0	0	1.0	1.0	1.0	skin_18	18.0	Skin	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Skin_samples/18.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_18_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Class	mOTUs3_gastrointestinal_10	TRUE	8	0	0	1.0	1.0	1.0	gastrointestinal_10	10.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Class	bracken GTDB_urogenital_5	FALSE	3	0	0	1.0	1.0	1.0	urogenital_5	5.0	Urogenital	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Urogenital_samples/5_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_5_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Family	bracken_skin_14	TRUE	13	4	0	0.8666666666666667	1.0	0.7647058823529411	skin_14	14.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/14_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Phylum	sylph_skin_19	TRUE	8	0	0	1.0	1.0	1.0	skin_19	19.0	Skin	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Skin_19.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_19_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	MetaPhlAn4 GTDB_oral_13	FALSE	59	9	16	0.8251748251748252	0.7866666666666666	0.8676470588235294	oral_13	13.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/13.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_13_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Genus	protal_oral_15	FALSE	56	0	1	0.9911504424778761	0.9824561403508771	1.0	oral_15	15.0	Oral	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Oral/15.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	MetaPhlAn4_oral_16	FALSE	14	0	0	1.0	1.0	1.0	oral_16	16.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/16.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Class	protal_skin_15	TRUE	4	0	0	1.0	1.0	1.0	skin_15	15.0	Skin	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Skin/15.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	varkit_airways_23	FALSE	4	0	0	1.0	1.0	1.0	airways_23	23.0	Airways	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Airways_samples/23.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_23_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Phylum	varkit_gastrointestinal_12	TRUE	8	0	0	1.0	1.0	1.0	gastrointestinal_12	12.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/12.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_12_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Domain	sylph_oral_15	FALSE	1	0	0	1.0	1.0	1.0	oral_15	15.0	Oral	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Oral_15.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	mOTUs3_gastrointestinal_10	FALSE	6	0	0	1.0	1.0	1.0	gastrointestinal_10	10.0	Gastrointestinal	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Gastrointestinal/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Phylum	MetaPhlAn4_skin_28	FALSE	4	0	0	1.0	1.0	1.0	skin_28	28.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/28.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_28.txt	0|2|4|1	NA	NA
Class	MetaPhlAn3_airways_26	FALSE	7	0	0	1.0	1.0	1.0	airways_26	26.0	Airways	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Airways/26.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_26.txt	0|2|4|1	NA	NA
Order	MetaPhlAn3_skin_18	TRUE	13	0	1	0.9629629629629629	0.9285714285714286	1.0	skin_18	18.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/18.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_18.txt	0|2|4|1	NA	NA
Phylum	MetaPhlAn3_skin_16	FALSE	3	0	0	1.0	1.0	1.0	skin_16	16.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/16.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Order	MetaPhlAn4_gastrointestinal_5	FALSE	4	0	0	1.0	1.0	1.0	gastrointestinal_5	5.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/5.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_5.txt	0|2|4|1	NA	NA
Family	mOTUs3_urogenital_0	FALSE	10	1	0	0.9523809523809523	1.0	0.9090909090909091	urogenital_0	0.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Family	varkit_oral_16	FALSE	29	0	1	0.9830508474576272	0.9666666666666667	1.0	oral_16	16.0	Oral	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Oral_samples/16.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_16_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Phylum	sylph_skin_28	TRUE	4	0	0	1.0	1.0	1.0	skin_28	28.0	Skin	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Skin_28.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_28_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	MetaPhlAn4 GTDB_oral_15	FALSE	67	9	12	0.864516129032258	0.8481012658227848	0.881578947368421	oral_15	15.0	Oral	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Oral_samples/15.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Oral/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Order	bracken_skin_15	FALSE	10	1	0	0.9523809523809523	1.0	0.9090909090909091	skin_15	15.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/15_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_15.txt	0|2|4|1	NA	NA
Family	protal_skin_20	TRUE	30	0	0	1.0	1.0	1.0	skin_20	20.0	Skin	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Skin/20.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_20_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Family	MetaPhlAn4_airways_4	FALSE	26	2	0	0.9629629629629629	1.0	0.9285714285714286	airways_4	4.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/4.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_4.txt	0|2|4|1	NA	NA
Phylum	sylph_gastrointestinal_2	FALSE	4	0	0	1.0	1.0	1.0	gastrointestinal_2	2.0	Gastrointestinal	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Gastrointestinal_2.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_2_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	protal_urogenital_0	TRUE	4	0	0	1.0	1.0	1.0	urogenital_0	0.0	Urogenital	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Urogenital/0.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	MetaPhlAn3_urogenital_22	FALSE	4	0	0	1.0	1.0	1.0	urogenital_22	22.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/22.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_22.txt	0|2|4|1	NA	NA
Species	MetaPhlAn3_urogenital_22	TRUE	17	3	4	0.8292682926829268	0.8095238095238095	0.85	urogenital_22	22.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/22.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_22.txt	0|2|4|1	NA	NA
